"","X","Full.ID_Sample_Number","Site","Person","Surber_Dnet","dateID","Specimen","Length_mm","Width_mm","Order","Family","Genus","Analysis.State","Taxa.Name.Good","Jonny.Verify","Notes","Type","Storage","X18","Month","Month_num","Year","Month_Year","Month_Year_Num","taxonID","Replicate","Cummins2022_Number","FFG","a","b","Source","Equation","CPI","FBI_T","CPI_lower","CPI_higher","Calcd_Mass_mg","lengthClass","Density_Size","Mass_Average_Size","Biomass_Size","Ave_length_Size","Density_SizeDate","Mass_Average_SizeDate","Biomass_SizeDate","Ave_length_SizeDate"
"1545",1567,"44340_ecgs_diptera_493","wastewater dominated","rena_jonny","surber",2021-05-24,493,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1546",1568,"44340_ecgs_diptera_495","wastewater dominated","rena_jonny","surber",2021-05-24,495,3.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0711990628856142,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1547",1569,"44340_ecgs_diptera_496","wastewater dominated","rena_jonny","surber",2021-05-24,496,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723,3,156,0.0472359490299426,7.36880804867105,3.01146153846154,104,0.0466702442678723,4.85370540385872,3
"1548",1570,"44340_ecgs_diptera_497","wastewater dominated","rena_jonny","surber",2021-05-24,497,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1549",1571,"44340_ecgs_diptera_498","wastewater dominated","rena_jonny","surber",2021-05-24,498,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723,3,156,0.0472359490299426,7.36880804867105,3.01146153846154,104,0.0466702442678723,4.85370540385872,3
"1550",1572,"44340_ecgs_diptera_499","wastewater dominated","rena_jonny","surber",2021-05-24,499,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1551",1573,"44340_ecgs_diptera_500","wastewater dominated","rena_jonny","surber",2021-05-24,500,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1552",1574,"44340_ecgs_diptera_501","wastewater dominated","rena_jonny","surber",2021-05-24,501,3.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0711990628856142,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1553",1575,"44340_ecgs_diptera_502","wastewater dominated","rena_jonny","surber",2021-05-24,502,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1554",1576,"44340_ecgs_diptera_503","wastewater dominated","rena_jonny","surber",2021-05-24,503,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1555",1577,"44340_ecgs_diptera_504","wastewater dominated","rena_jonny","surber",2021-05-24,504,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1556",1578,"44340_ecgs_diptera_505","wastewater dominated","rena_jonny","surber",2021-05-24,505,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1557",1579,"44340_ecgs_diptera_506","wastewater dominated","rena_jonny","surber",2021-05-24,506,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1558",1580,"44340_ecgs_diptera_508","wastewater dominated","rena_jonny","surber",2021-05-24,508,1.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.00698582795626759,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1559",1581,"44340_ecgs_diptera_509","wastewater dominated","rena_jonny","surber",2021-05-24,509,1,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0023,1,53,0.0023,0.1219,1,44,0.0023,0.1012,1
"1560",1582,"44340_ecgs_diptera_510","wastewater dominated","rena_jonny","surber",2021-05-24,510,1.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.00698582795626759,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1561",1583,"44340_ecgs_diptera_511","wastewater dominated","rena_jonny","surber",2021-05-24,511,1.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.00698582795626759,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1562",1584,"44340_ecgs_diptera_512","wastewater dominated","rena_jonny","surber",2021-05-24,512,4.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.141752303101017,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1563",1585,"44340_ecgs_diptera_513","wastewater dominated","rena_jonny","surber",2021-05-24,513,4.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.141752303101017,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1564",1586,"44340_ecgs_diptera_514","wastewater dominated","rena_jonny","surber",2021-05-24,514,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1565",1587,"44340_ecgs_diptera_515","wastewater dominated","rena_jonny","surber",2021-05-24,515,3.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0711990628856142,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1566",1588,"44340_ecgs_diptera_516","wastewater dominated","rena_jonny","surber",2021-05-24,516,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1567",1589,"44340_ecgs_diptera_517","wastewater dominated","rena_jonny","surber",2021-05-24,517,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723,3,156,0.0472359490299426,7.36880804867105,3.01146153846154,104,0.0466702442678723,4.85370540385872,3
"1568",1590,"44340_ecgs_diptera_518","wastewater dominated","rena_jonny","surber",2021-05-24,518,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1569",1591,"44340_ecgs_diptera_519","wastewater dominated","rena_jonny","surber",2021-05-24,519,3.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0711990628856142,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1570",1592,"44340_ecgs_diptera_520","wastewater dominated","rena_jonny","surber",2021-05-24,520,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723,3,156,0.0472359490299426,7.36880804867105,3.01146153846154,104,0.0466702442678723,4.85370540385872,3
"1571",1593,"44340_ecgs_diptera_521","wastewater dominated","rena_jonny","surber",2021-05-24,521,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1572",1594,"44340_ecgs_diptera_522","wastewater dominated","rena_jonny","surber",2021-05-24,522,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1573",1595,"44340_ecgs_diptera_523","wastewater dominated","rena_jonny","surber",2021-05-24,523,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723,3,156,0.0472359490299426,7.36880804867105,3.01146153846154,104,0.0466702442678723,4.85370540385872,3
"1574",1596,"44340_ecgs_diptera_524","wastewater dominated","rena_jonny","surber",2021-05-24,524,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1575",1597,"44340_ecgs_diptera_525","wastewater dominated","rena_jonny","surber",2021-05-24,525,1.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.00698582795626759,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1576",1598,"44340_ecgs_diptera_526","wastewater dominated","rena_jonny","surber",2021-05-24,526,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1577",1599,"44340_ecgs_diptera_527","wastewater dominated","rena_jonny","surber",2021-05-24,527,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1578",1600,"44340_ecgs_diptera_528","wastewater dominated","rena_jonny","surber",2021-05-24,528,5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627,5,65,0.192177645830758,12.4915469789993,5.02681538461538,43,0.189193254456627,8.13530994163496,5
"1579",1601,"44340_ecgs_diptera_529","wastewater dominated","rena_jonny","surber",2021-05-24,529,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1580",1602,"44340_ecgs_diptera_530","wastewater dominated","rena_jonny","surber",2021-05-24,530,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1581",1603,"44340_ecgs_diptera_531","wastewater dominated","rena_jonny","surber",2021-05-24,531,4.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.141752303101017,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1582",1604,"44340_ecgs_diptera_532","wastewater dominated","rena_jonny","surber",2021-05-24,532,3.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0711990628856142,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1583",1605,"44340_ecgs_diptera_533","wastewater dominated","rena_jonny","surber",2021-05-24,533,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1584",1606,"44340_ecng_diptera_214","stormwater dominated","rena_jonny","surber",2021-05-24,214,6,NA,"diptera","chironomidae",NA,"ready","yes","y","cast","other","s_e4",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_sw",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.31179005747897,6,31,0.305112456330539,9.4584861462467,5.93661290322581,12,0.319881925704838,3.83858310845806,6.04166666666667
"1585",1607,"44340_ecgs_diptera_534","wastewater dominated","rena_jonny","surber",2021-05-24,534,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1586",1608,"44340_ecng_diptera_216","stormwater dominated","rena_jonny","surber",2021-05-24,216,8,NA,"diptera","chironomidae",NA,"ready","yes","y","cast","other","s_e4",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_sw",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.685795135712627,8,2,0.685795135712627,1.37159027142525,8,2,0.685795135712627,1.37159027142525,8
"1587",1609,"44340_ecgs_diptera_535","wastewater dominated","rena_jonny","surber",2021-05-24,535,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1588",1610,"44340_ecgs_diptera_536","wastewater dominated","rena_jonny","surber",2021-05-24,536,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1589",1611,"44340_ecgs_diptera_537","wastewater dominated","rena_jonny","surber",2021-05-24,537,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723,3,156,0.0472359490299426,7.36880804867105,3.01146153846154,104,0.0466702442678723,4.85370540385872,3
"1590",1612,"44340_ecgs_diptera_538","wastewater dominated","rena_jonny","surber",2021-05-24,538,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1591",1613,"44340_ecgs_diptera_54","wastewater dominated","rena_jonny","surber",2021-05-24,54,1,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0023,1,53,0.0023,0.1219,1,44,0.0023,0.1012,1
"1592",1614,"44340_ecgs_diptera_56","wastewater dominated","rena_jonny","surber",2021-05-24,56,1.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.00698582795626759,2,276,0.0175278618100294,4.83768985956812,2.03804347826087,228,0.0174048176049163,3.96829841392091,2.03070175438596
"1593",1615,"44340_ecgs_diptera_564","wastewater dominated","rena_jonny","surber",2021-05-24,564,8,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.685795135712627,8,1,0.685795135712627,0.685795135712627,8,1,0.685795135712627,0.685795135712627,8
"1594",1616,"44340_ecgs_diptera_565","wastewater dominated","rena_jonny","surber",2021-05-24,565,5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627,5,65,0.192177645830758,12.4915469789993,5.02681538461538,43,0.189193254456627,8.13530994163496,5
"1595",1617,"44340_ecgs_diptera_566","wastewater dominated","rena_jonny","surber",2021-05-24,566,6.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.388249078146766,6,27,0.308310370365336,8.32437999986408,5.96748148148148,9,0.312936912925782,2.81643221633204,6
"1596",1618,"44340_ecgs_diptera_567","wastewater dominated","rena_jonny","surber",2021-05-24,567,5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627,5,65,0.192177645830758,12.4915469789993,5.02681538461538,43,0.189193254456627,8.13530994163496,5
"1597",1619,"44340_ecgs_diptera_568","wastewater dominated","rena_jonny","surber",2021-05-24,568,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
"1598",1620,"44340_ecgs_diptera_569","wastewater dominated","rena_jonny","surber",2021-05-24,569,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723,3,156,0.0472359490299426,7.36880804867105,3.01146153846154,104,0.0466702442678723,4.85370540385872,3
"1599",1621,"44340_ecgs_diptera_570","wastewater dominated","rena_jonny","surber",2021-05-24,570,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723,3,156,0.0472359490299426,7.36880804867105,3.01146153846154,104,0.0466702442678723,4.85370540385872,3
"1600",1622,"44340_ecgs_diptera_572","wastewater dominated","rena_jonny","surber",2021-05-24,572,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723,3,156,0.0472359490299426,7.36880804867105,3.01146153846154,104,0.0466702442678723,4.85370540385872,3
"1601",1623,"44340_ecgs_diptera_573","wastewater dominated","rena_jonny","surber",2021-05-24,573,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_i6",NA,"May",5,2021,"2021_May","2021_5","diptera_chironomidae_ww",1,"35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339,4,169,0.10154030100603,17.1603108700191,3.9585798816568,121,0.10162596913397,12.2967422652103,3.95454545454545
