"","Full-ID_Sample_Number","Site","Person","Surber_Dnet","Sampling_Date","Specimen","Length_mm","Width_mm","Order","Family","Genus","Analysis.State","Taxa.Name.Good","Jonny.Verify","Notes","Type","Storage","X18","Month","Month_num","Year","Month_Year","Month_Year_Num","Order_Family","Replicate","Cummins2022_Number","FFG","a","b","Source","Equation","CPI","FBI_T","CPI_lower","CPI_higher","Calcd_Mass_mg"
"2561","44518_nhc_trichoptera_18","forested","rena_jonny","surber",2021-11-18,18,8,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y","headless, i assume the head would maybe add another 2mm","partial","l_f9",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,6.91732928191071
"2562","44446_nhc_trichoptera_191","forested","tayton","surber ",2021-09-07,191,2.694,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.135993734968876
"2563","44518_nhc_trichoptera_18","forested","tayton","surber ",2021-11-18,18,8,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l_f9",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,6.91732928191071
"2564","44518_nhc_trichoptera_22","forested","tayton","surber ",2021-11-18,22,8,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l_f9",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,6.91732928191071
"2565","44446_nhc_trichoptera_194","forested","tayton","surber ",2021-09-07,194,5.99099999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,2.43532058839713
"2566","44518_nhc_trichoptera_9","forested","tayton","surber ",2021-11-18,9,8,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l_f9",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,6.91732928191071
"2567","44446_nhc_trichoptera_196","forested","tayton","surber ",2021-09-07,196,3.98,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.556367159093606
"2568","44624_nhc_trichoptera_0","forested","rena_jonny","surber",2022-03-04,0,8,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l_i10",NA,"Mar",3,2022,"2022_Mar","2022_3","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,6.91732928191071
"2569","44446_nhc_trichoptera_198","forested","tayton","surber ",2021-09-07,198,9.23199999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,11.6011600799538
"2570","44446_nhc_trichoptera_199","forested","tayton","surber ",2021-09-07,199,4.134,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.638088623419778
"2571","44341_nhc_trichoptera_216","forested","rena_jonny","surber",2021-05-25,216,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y","included also a cast (not measured)","larva","l_d6",NA,"May",5,2021,"2021_May","2021_5","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2572","44446_nhc_trichoptera_200","forested","tayton","surber ",2021-09-07,200,5.349,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,1.61751260977115
"2573","44446_nhc_trichoptera_0","forested","tayton","surber ",2021-09-07,0,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2574","44446_nhc_trichoptera_112","forested","tayton","surber ",2021-09-07,112,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2575","44446_nhc_trichoptera_115","forested","tayton","surber ",2021-09-07,115,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2576","44446_nhc_trichoptera_48","forested","tayton","surber ",2021-09-07,48,6.00199999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,2.45150128060671
"2577","44446_nhc_trichoptera_49","forested","tayton","surber ",2021-09-07,49,6.011,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,2.46479772571959
"2578","44446_nhc_trichoptera_123","forested","tayton","surber ",2021-09-07,123,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2579","44446_nhc_trichoptera_143","forested","tayton","surber ",2021-09-07,143,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2580","44446_nhc_trichoptera_50","forested","tayton","surber ",2021-09-07,50,6.01199999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,2.4662783199166
"2581","44446_nhc_trichoptera_146","forested","tayton","surber ",2021-09-07,146,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2582","44446_nhc_trichoptera_156","forested","tayton","surber ",2021-09-07,156,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2583","44446_nhc_trichoptera_3","forested","tayton","surber",2021-09-07,3,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2584","44446_nhc_trichoptera_53","forested","tayton","surber ",2021-09-07,53,4,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.566526416458257
"2585","44446_nhc_trichoptera_54","forested","tayton","surber ",2021-09-07,54,4.68599999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,1.00318225812619
"2586","44446_nhc_trichoptera_59","forested","tayton","surber ",2021-09-07,59,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2587","44446_nhc_trichoptera_56","forested","tayton","surber ",2021-09-07,56,5.367,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,1.63724870504548
"2588","44446_nhc_trichoptera_57","forested","tayton","surber ",2021-09-07,57,7.34199999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,5.07426926246832
"2589","44446_nhc_trichoptera_62","forested","tayton","surber ",2021-09-07,62,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2590","44446_nhc_trichoptera_94","forested","tayton","surber ",2021-09-07,94,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2591","44518_nhc_trichoptera_10","forested","tayton","surber ",2021-11-18,10,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l_f9",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2592","44446_nhc_trichoptera_61","forested","tayton","surber ",2021-09-07,61,2.769,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.150165258090976
"2593","44518_nhc_trichoptera_23","forested","tayton","surber ",2021-11-18,23,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l_f9",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2594","44518_nhc_trichoptera_25","forested","tayton","surber ",2021-11-18,25,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l_f9",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2595","44446_nhc_trichoptera_64","forested","tayton","surber ",2021-09-07,64,6.02899999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,2.49154692742615
"2596","44446_nhc_trichoptera_65","forested","tayton","surber ",2021-09-07,65,11.526,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,25.8489792341063
"2597","44446_nhc_trichoptera_66","forested","tayton","surber ",2021-09-07,66,8.593,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,8.95460363730324
"2598","44446_nhc_trichoptera_67","forested","tayton","surber ",2021-09-07,67,5.399,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,1.67276413652337
"2599","44518_nhc_trichoptera_47","forested","tayton","surber ",2021-11-18,47,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l_f9",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2600","44446_nhc_trichoptera_7","forested","tayton","surber",2021-09-07,7,7.34499999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,5.08175818184031
"2601","44446_nhc_trichoptera_71","forested","tayton","surber ",2021-09-07,71,7.386,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,5.18490951415207
"2602","44446_nhc_trichoptera_72","forested","tayton","surber ",2021-09-07,72,7.461,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,5.37750609102837
"2603","44446_nhc_trichoptera_73","forested","tayton","surber ",2021-09-07,73,7.53399999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,5.5698829659222
"2604","44446_nhc_trichoptera_74","forested","tayton","surber ",2021-09-07,74,6.13199999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,2.64866690046565
"2605","44446_nhc_trichoptera_75","forested","tayton","surber ",2021-09-07,75,6.176,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,2.717921467105
"2606","44518_nhc_trichoptera_8","forested","tayton","surber ",2021-11-18,8,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l_f9",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2607","44624_nhc_trichoptera_19","forested","rena_jonny","surber",2022-03-04,19,7,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l_i10",NA,"Mar",3,2022,"2022_Mar","2022_3","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,4.27156993455442
"2608","44446_nhc_trichoptera_12","forested","rena_jonny","surber",2021-09-07,12,6.5,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,3.26889382010262
"2609","44483_ecgs_diptera_10","wastewater dominated","tayton_qaqc","surber",2021-10-14,10,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l2_b7",NA,"Oct",10,2021,"2021_Oct","2021_10","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"2610","44378_nhc_trichoptera_0","forested","rena_jonny","surber",2021-07-01,0,6,NA,"trichoptera","philopotamidae","tbd","bring to genus","yes","y",NA,"larva","s_g6",NA,"Jul",7,2021,"2021_Jul","2021_7","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,2.44855357254977
"2611","44446_nhc_trichoptera_107","forested","tayton","surber ",2021-09-07,107,6,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y","tail end missing_partial","larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,2.44855357254977
"2612","44446_nhc_trichoptera_81","forested","tayton","surber ",2021-09-07,81,7.54199999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,5.59126354081526
"2613","44446_nhc_trichoptera_82","forested","tayton","surber ",2021-09-07,82,8.65799999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,9.20155159726629
"2614","44446_nhc_trichoptera_83","forested","tayton","surber ",2021-09-07,83,8.74499999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,9.53973969385921
"2615","44446_nhc_trichoptera_84","forested","tayton","surber ",2021-09-07,84,6.44099999999999,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,3.16304234885371
"2616","44446_nhc_trichoptera_85","forested","tayton","surber ",2021-09-07,85,4.711,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,1.02263794434657
"2617","44446_nhc_trichoptera_86","forested","tayton","surber ",2021-09-07,86,7.74,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,6.13957720085257
"2618","44446_nhc_trichoptera_155","forested","tayton","surber ",2021-09-07,155,6,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,2.44855357254977
"2619","44446_nhc_trichoptera_157","forested","tayton","surber ",2021-09-07,157,6,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,2.44855357254977
"2620","44446_nhc_trichoptera_190","forested","tayton","surber ",2021-09-07,190,6,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,2.44855357254977
"2621","44446_nhc_trichoptera_193","forested","tayton","surber ",2021-09-07,193,6,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,2.44855357254977
"2622","44446_nhc_trichoptera_90","forested","tayton","surber ",2021-09-07,90,3,NA,"trichoptera","hydropsychidae","hydropsyche","ready","yes","y",NA,"larva","l2_i2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.20053552815394
"2623","44446_nhc_trichoptera_90","forested","tayton","surber ",2021-09-07,90,8.766,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_h2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,9.62269875269457
"2624","44446_nhc_trichoptera_195","forested","tayton","surber ",2021-09-07,195,6,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,2.44855357254977
"2625","44446_nhc_trichoptera_197","forested","tayton","surber ",2021-09-07,197,6,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,2.44855357254977
"2626","44446_nhc_trichoptera_2","forested","tayton","surber",2021-09-07,2,6,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,2.44855357254977
"2627","44446_nhc_trichoptera_80","forested","tayton","surber ",2021-09-07,80,6,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,2.44855357254977
"2628","44446_nhc_trichoptera_89","forested","tayton","surber ",2021-09-07,89,6,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_g2",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_philopotamidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,2.44855357254977
"2629","44518_ecng_[oligochaeta]_2","stormwater dominated","rena_jonny","surber",2021-11-18,2,6,NA,"[oligochaeta]","unknown",NA,"ready","yes","y","broke in half","non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","[oligochaeta]_unknown","1",NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.1942
"2630","44518_ecng_[oligochaeta]_2","stormwater dominated","tayton","surber ",2021-11-18,2,14,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","[oligochaeta]_unknown","1",NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,5.1198
"2631","44518_ecng_[oligochaeta]_20","stormwater dominated","rena_jonny","surber",2021-11-18,20,4,NA,"[oligochaeta]","unknown",NA,"ready","yes","y","broke in half","non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","[oligochaeta]_unknown","1",NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.4628
"2632","44518_ecng_[oligochaeta]_200","stormwater dominated","rena_jonny","surber",2021-11-18,200,7,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","[oligochaeta]_unknown","1",NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.5599
"2633","44518_ecng_[oligochaeta]_202","stormwater dominated","rena_jonny","surber",2021-11-18,202,2,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","[oligochaeta]_unknown","1",NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.7314
"2634","44518_ecng_[oligochaeta]_203","stormwater dominated","rena_jonny","surber",2021-11-18,203,5,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","[oligochaeta]_unknown","1",NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.8285
